,Unnamed: 0,Unnamed: 0.1,Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time
556,556,556,007-000001202,902.0,7.0,Department of Defense,Warfighter Information Network - Tactical Increment 1,2649.0,P1202-101,Net Centric Waveform (NCW)/Colorless Core Modification Work Order (MWO) - FY12,"Provides Enhanced Networking at-the-Halt: Capability: Enables more efficient wideband communications at-the-halt.  Supports the distribution of intelligence, surveillance and reconnaissance information via voice, data and limited video.  Improved unit coordination and synchronization.  Connectivity: Commercial and military band SATCOM to Theater, Corps, Division, Brigade and Battalion.Equipment:  radios, routers, servers, encryption (sends unclassified and classified data over the same path), modems (wideband modem for efficient operation over satellites) and antennas (transportable).",01/10/2011,30/09/2012,,,34.848,34.848,30/01/2012,13:41:18
557,557,557,007-000001208,903.0,7.0,Department of Defense,Warfighter Information Network - Tactical Increment 2,2650.0,P1208-101,Full Rate Production Decision Review,"A review conducted at the conclusion of Low Rate Initial Production (LRIP) effort that authorizes entry into the Full Rate Production (FRP) and Deployment effort of the Production and Deployment phase of the Defense Acquisition Management Framework. Full Rate Production (FRP) is the highest level of production readiness. Engineering/design changes are few and generally limited to quality and cost improvements. System, components or items are in rate production and meet all engineering, performance, quality and reliability requirements. All materials, manufacturing processes and procedures, inspection and test equipment are in production and controlled to six-sigma or some other appropriate quality level. FRP unit cost meets goal, funding sufficient for production at required rates. Lean practices well established and continuous process improvements ongoing.",13/02/2010,15/09/2012,,,22.111,22.111,07/03/2012,07:25:00
558,558,558,007-000001242,904.0,7.0,Department of Defense,Warfighter Information Network - Tactical Increment 3,2651.0,P1242-101,Transmission Subsystem (TSS) Critical Design Review (CDR),"The Critical Design Review  (CDR) demonstrates that the maturity of the design is appropriate to support proceeding with full-scale fabrication, assembly, integration, and test. CDR determines that the technical effort is on track to complete the flight and ground system development and mission operations, meeting mission performance requirements within the identified cost and schedule constraints.The following are objectives of a CDR:Ensure that the build-to baseline contains detailed hardware and software specifications that can meet functional and performance requirements Ensure that the design has been satisfactorily audited by production, verification, operations, and other specialty engineering organizations Ensure that the production processes and controls are sufficient to proceed to the fabrication stage Establish that planned Quality Assurance (QA) activities will establish perceptive verification and screening processes for producing a quality product Verify that the final design fulfills the specifications established at the Preliminary Design Review (PDR).",02/07/2007,15/04/2012,15/04/2012,15/04/2012,176.842,176.842,26/10/2011,09:10:23
559,559,559,007-000001555,905.0,7.0,Department of Defense,Joint Battle Command-Platform,2656.0,P1555-101,Joint Battle Command - Platform (JBC-P) Development,"Development of hardware and software for the Joint Battle Command - Platform (JBC-P) tactical battle command system to meet Army requirements.  Includes development, procurement of low rate initial production hardware for test purposes and testing required to reach a Full Rate Production and Fielding Decision.",01/10/2009,30/09/2013,,,44.506,44.495,15/03/2012,12:31:59
560,560,560,007-000001017,906.0,7.0,Department of Defense,Information Transport System Increment 1,2614.0,P1017-101,Hickam AFB Infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",01/10/2009,30/11/2011,,,0.619,0.619,26/10/2011,08:57:05
561,561,561,007-000001017,906.0,7.0,Department of Defense,Information Transport System Increment 1,2615.0,P1017-102,Hurburt Field Network Infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",10/06/2010,30/11/2011,,,0.8490000000000001,0.8490000000000001,26/10/2011,08:57:05
562,562,562,007-000001017,906.0,7.0,Department of Defense,Information Transport System Increment 1,2616.0,P1017-103,Creech AFB network infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",30/12/2011,30/11/2012,,,5.961,5.961,26/10/2011,08:57:05
563,563,563,007-000001017,906.0,7.0,Department of Defense,Information Transport System Increment 1,2617.0,P1017-104,Mountain Home AFB network infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",30/12/2011,30/01/2013,,,9.104,9.104,26/10/2011,08:57:05
564,564,564,007-000001017,906.0,7.0,Department of Defense,Information Transport System Increment 1,2618.0,P1017-105,Randolph AFB network infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",30/12/2011,30/09/2013,,,6.183,6.183,26/10/2011,08:57:05
565,565,565,007-000001017,906.0,7.0,Department of Defense,Information Transport System Increment 1,2619.0,P1017-106,Vance AFB network infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",30/12/2011,30/09/2013,,,5.126,5.126,26/10/2011,08:57:05
566,566,566,007-000001017,906.0,7.0,Department of Defense,Information Transport System Increment 1,2620.0,P1017-107,Columbus AFB network infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",31/01/2012,30/09/2013,,,5.322,5.322,26/10/2011,08:57:05
567,567,567,007-000001017,906.0,7.0,Department of Defense,Information Transport System Increment 1,2621.0,P1017-108,Thule AB network infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",28/02/2012,30/09/2013,,,2.188,2.188,26/10/2011,08:57:05
